TheTime	B_DO	B_K	B_LevelControl_in	B_LevelControl_out	B_MFC	B_NH4	B_pH	B_Pump_acid	B_Pump_base	B_Pump_effluent	B_Pump_effluent_speed	B_Pump_influent	B_Pump_influent_speed	B_Stirrer	B_T_DO	B_T_ISE	B_Valve_air	B_Valve_N2	B_slopeNH4
42424.83536	0	0.211	-0.41		0	14.5	7.20	0	0	0	2.67	1.0	1.12	1.0	22.3	19.8	0	1.0	6.076030e-05
42424.83542	0	0.216	-0.40		0	14.8	7.20	0	0	0	2.67	1.0	1.12	1.0	22.3	19.8	0	1.0	-8.828363e-05
42424.83548	0	0.221	-0.41		0	15.1	7.20	0	0	0	2.67	1.0	1.12	1.0	22.3	19.8	0	1.0	-0.0002585097
42424.83554	0	0.225	-0.40		0	15.4	7.20	0	0	0	2.67	1.0	1.12	1.0	22.3	19.8	0	1.0	-0.0004536742
42424.83560	0	0.232	-0.41		0	15.7	7.20	0	0	0	2.67	1.0	1.12	1.0	22.3	19.8	0	1.0	-0.0006700599
42424.83565	0	0.237	-0.41		0	15.9	7.20	0	0	0	2.67	1.0	1.12	1.0	22.3	19.8	0	1.0	-0.0009052758
42424.83571	0	0.242	-0.41		0	16.2	7.20	0	0	0	2.67	1.0	1.12	1.0	22.3	19.8	0	1.0	-0.001158811
42424.83577	0	0.248	-0.41		0	16.5	7.20	0	0	0	2.67	1.0	1.12	1.0	22.3	19.8	0	1.0	-0.001432840
42424.83583	0	0.255	-0.41		0	16.7	7.20	0	0	0	2.67	1.0	1.12	1.0	22.3	19.8	0	1.0	-0.001723189
42424.83589	0	0.260	-0.41		0	17.0	7.20		0	0	2.67	1.0	1.12	1.0	22.3	19.8	0	1.0	-0.002028198
42424.83594	0	0.265	-0.41		0	17.3	7.20	0.50	0	0	2.67	1.0	1.12	1.0	22.3	19.8	0	1.0	-0.002352484
42424.83600	0	0.272	-0.41		0	17.6	7.20	0.50	0	0	2.67	1.0	1.12	1.0	22.3	19.8	0	1.0	-0.002691288
42424.83606	0	0.277	-0.41		0	17.8	7.20	0.50	0	0	2.67	1.0	1.12	1.0	22.2	19.8	0	1.0	-0.003043279
42424.83612	0	0.283	-0.41		0	18.1	7.20	0.50	0	0	2.67	1.0	1.12	1.0	22.3	19.8	0	1.0	-0.003410034
42424.83618	0	0.288	-0.41		0	18.3	7.20	1.0	0	0	2.67	1.0	1.12	1.0	22.3	19.9	0	1.0	-0.003791454
42424.83623	0	0.293	-0.41		0	18.6	7.20	0	0	0	2.67	1.0	1.12	1.0	22.3	19.9	0	1.0	-0.004186808
42424.83629	0	0.299	-0.41		0	18.8	7.20	0	0	0	2.67	1.0	1.12	1.0	22.3	19.9	0	1.0	-0.004597479
42424.83635	0	0.305	-0.40		0	19.0	7.20	0.50	0	0	2.67	1.0	1.12	1.0	22.3	19.9	0	1.0	-0.005019555
42424.83641	0	0.311	-0.40		0	19.3	7.20	0.50	0	0	2.67	1.0	1.12	1.0	22.3	19.9	0	1.0	-0.005450935
42424.83647	0	0.316	-0.41		0	19.5	7.20	1.0	0	0	2.67	1.0	1.12	1.0	22.3	19.9	0	1.0	-0.005894744
42424.83652	0	0.322	-0.41		0	19.7	7.20	0	0	0	2.67	1.0	1.12	1.0	22.3	19.9	0	1.0	-0.006346927
42424.83658	0	0.327	-0.41		0	19.9	7.20	0	0	0	2.67	1.0	1.12	1.0	22.3	19.9	0	1.0	-0.006806790
42424.83664	0	0.333	-0.41		0	20.2	7.20	0	0	0	2.67	1.0	1.12	1.0	22.3	19.9	0	1.0	-0.007275699
42424.83670	0	0.339	-0.41		0	20.4	7.20	0	0	0	2.67	1.0	1.12	1.0	22.3	19.9	0	1.0	-0.007753485
42424.83676	0.000186	0.344	-0.41		0	20.6	7.19	0	0	0	2.67	1.0	1.12	1.0	22.3	19.9	0	1.0	-0.008239495
42424.83681	0.000243	0.351	-0.41		0	20.8	7.19	0	0	0	2.67	1.0	1.12	1.0	22.3	19.9	0	1.0	-0.008735393
42424.83687	0.000111	0.358	-0.41		0	21.1	7.19	0	0	0	2.67	1.0	1.12	1.0	22.3	19.9	0	1.0	-0.009237739
42424.83693	0.000137	0.363	-0.41		0	21.3	7.19	0	0	0	2.67	1.0	1.12	1.0	22.3	19.9	0	1.0	-0.009748835
42424.83699	0.000417	0.369	-0.41		0	21.5	7.19	0	0	0	2.67	1.0	1.12	1.0	22.3	19.9	0	1.0	-0.01026402
42424.83705	0.000123	0.374	-0.41		0	21.7	7.19	0	0	0	2.67	1.0	1.12	1.0	22.3	19.9	0	1.0	-0.01078379
42424.83710	0	0.379	-0.41		0	22.0	7.19	0	0	0	2.67	1.0	1.12	1.0	22.3	19.9	0	1.0	-0.01131042
42424.83716	0	0.386	-0.41		0	22.2	7.19	0	0	0	2.67	1.0	1.12	1.0	22.3	19.9	0	1.0	-0.01189618
42424.83722	0	0.391	-0.40		0	22.4	7.19	0	0	0	2.67	1.0	1.12	1.0	22.3	19.9	0	1.0	-0.01248739
42424.83728	0	0.395	-0.41		0	22.6	7.19	0	0	0	2.67	1.0	1.12	1.0	22.3	19.9	0	1.0	-0.01303114
42424.83734	0	0.402	-0.41		0	22.8	7.19	0	0	0	2.67	1.0	1.12	1.0	22.3	19.9	0	1.0	-0.01357978
42424.83739	0	0.408	-0.41		0	23.0	7.19	0	0	0	2.67	1.0	1.12	1.0	22.3	19.9	0	1.0	-0.01413141
42424.83745	0	0.414	-0.41		0	23.2	7.19	0	0	0	2.67	1.0	1.12	1.0	22.3	19.8	0	1.0	-0.01468536
42424.83751	0	0.419	-0.41		0	23.5	7.19	0	0	0	2.67	1.0	1.12	1.0	22.3	19.8	0	1.0	-0.01524391
42424.83757	0	0.425	-0.41		0	23.6	7.19	0	0	0	2.67	0	1.12	1.0	22.3	19.8	0	1.0	-0.01580266
42424.83763	0	0.430	-0.41		0	23.8	7.19	0	0	0	2.67	0	1.12	1.0	22.3	19.8	0	0	-0.01636204
42424.83768	0	0.436	-0.41		0	24.0	7.19	0	0	0	2.67	0	1.12	1.0	22.3	19.8	0	0	-0.01692409
42424.83774	0	0.439	-0.41		0	24.2	7.19	0	0	0	2.67	0	1.12	1.0	22.2	19.8	0	0	-0.01748587
42424.83780	0	0.442	-0.41		0	24.4	7.19	0	0	0	2.67	0	1.12	1.0	22.3	19.8	0	0	-0.01804523
42424.83786	0	0.445	-0.40		0	24.5	7.19	0	0	0	2.67	0	1.12	1.0	22.3	19.8	0	0	-0.01859968
42424.83792	0	0.447	-0.41		0	24.6	7.19	0	0	0	2.67	0	1.12	1.0	22.3	19.8	0	0	-0.01914615
42424.83798	0	0.448	-0.41		0	24.6	7.19	0	0	0	2.67	0	1.12	1.0	22.3	19.8	0	0	-0.01968314
42424.83803	0	0.448	-0.41		0	24.7	7.19	0	0	0	2.67	0	1.12	1.0	22.2	19.8	0	0	-0.02020997
42424.83809	0	0.449	-0.41		0	24.8	7.19	0	0	0	2.67	0	1.12	1.0	22.2	19.8	0	0	-0.02072464
42424.83815	0	0.450	-0.40		0	24.8	7.19	0	0	0	2.67	0	1.12	1.0	22.2	19.8	0	0	-0.02122685
42424.83821	0	0.450	-0.40		0	24.9	7.19	0	0	0	2.67	0	1.12	1.0	22.2	19.8	0	0	-0.02171657
42424.83827	0	0.451	-0.40		0	24.9	7.19	0	0	0	2.67	0	1.12	1.0	22.2	19.8	0	0	-0.02219318
42424.83832	0	0.451	-0.40		0	25.0	7.20	0	0	0	2.67	0	1.12	1.0	22.2	19.8	0	0	-0.02265649
42424.83838	0	0.451	-0.40		0	25.0	7.20	0	0	0	2.67	0	1.12	1.0	22.2	19.8	0	0	-0.02310617
42424.83844	0	0.451	-0.41		0	25.0	7.20	0	0	0	2.67	0	1.12	1.0	22.2	19.8	0	0	-0.02354193
42424.83850	0	0.451	-0.41		0	25.1	7.20	0	0	0	2.67	0	1.12	1.0	22.2	19.8	0	0	-0.02396367
42424.83856	0	0.451	-0.41		0	25.1	7.20	0	0	0	2.67	0	1.12	1.0	22.2	19.8	0	0	-0.02437090
42424.83861	0	0.451	-0.41		0	25.1	7.20	0	0	0	2.67	0	1.12	1.0	22.2	19.8	0	0	-0.02476349
42424.83867	0	0.451	-0.41		0	25.2	7.20	0	0	0	2.67	0	1.12	1.0	22.2	19.8	0	0	-0.02514184
42424.83873	0	0.451	-0.41		0	25.2	7.20	0	0	0	2.67	0	1.12	1.0	22.2	19.8	0	0	-0.02550530
42424.83879	0	0.451	-0.41		0	25.2	7.20	0	0	0	2.67	0	1.12	1.0	22.2	19.8	0	0	-0.02585391
42424.83885	0	0.450	-0.41		0	25.3	7.20	0	0	0	2.67	0	1.12	1.0	22.2	19.8	0	0	-0.02618778
42424.83890	0	0.450	-0.41		0	25.3	7.20	0	0	0	2.67	0	1.12	1.0	22.2	19.8	0	0	-0.02650644
42424.83896	0	0.450	-0.41		0	25.3	7.20	0	0	0	2.67	0	1.12	1.0	22.2	19.8	0	0	-0.02680974
42424.83902	0	0.450	-0.41		0	25.3	7.20	0	0	0	2.67	0	1.12	1.0	22.2	19.8	0	0	-0.02709757
42424.83908	0	0.449	-0.40		0	25.4	7.20	0	0	0	2.67	0	1.12	1.0	22.2	19.8	0	0	-0.02737029
42424.83914	0	0.449	-0.41		0	25.4	7.20	0	0	0	2.67	0	1.12	1.0	22.2	19.8	0	0	-0.02762723
42424.83919	0	0.449	-0.40		0	25.4	7.20	0	0	0	2.67	0	1.12	1.0	22.2	19.8	0	0	-0.02786827
42424.83925	0	0.448	-0.41		0	25.4	7.20	0	0	0	2.67	0	1.12	1.0	22.2	19.8	0	0	-0.02809376
42424.83931	0	0.448	-0.41		0	25.5	7.20	0	0	0	2.67	0	1.12	1.0	22.2	19.8	0	0	-0.02830353
42424.83937	0	0.448	-0.41		0	25.5	7.20	0	0	0	2.67	0	1.12	1.0	22.2	19.7	0	0	-0.02849727
42424.83943	0	0.447	-0.41		0	25.5	7.20	0	0	0	2.67	0	1.12	1.0	22.2	19.7	0	0	-0.02867499
42424.83948	0	0.447	-0.41		0	25.5	7.20	0	0	0	2.67	0	1.12	1.0	22.2	19.7	0	0	-0.02883676
42424.83954	0	0.446	-0.41		0	25.5	7.20	0	0	0	2.67	0	1.12	1.0	22.2	19.7	0	0	-0.02898226
42424.83960	0	0.446	-0.41		0	25.6	7.20	0	0	0	2.67	0	1.12	1.0	22.2	19.7	0	0	-0.02911156
42424.83966	0	0.445	-0.41		0	25.6	7.20	0	0	0	2.67	0	1.12	1.0	22.2	19.7	0	0	-0.02922435
42424.83972	0	0.445	-0.41		0	25.6	7.20	0	0	0	2.67	0	1.12	1.0	22.2	19.7	0	0	-0.02932063
42424.83977	0	0.444	-0.41		0	25.6	7.20	0	0	0	2.67	0	1.12	1.0	22.2	19.7	0	0	-0.02940043
42424.83983	0	0.444	-0.41		0	25.6	7.20	0	0	0	2.67	0	1.12	1.0	22.2	19.7	0	0	-0.02946361
42424.83989	0	0.443	-0.41		0	25.7	7.20	0	0	0	2.67	0	1.12	1.0	22.2	19.7	0	0	-0.02951018
42424.83995	0	0.443	-0.41		0	25.7	7.20	0	0	0	2.67	0	1.12	1.0	22.2	19.7	0	0	-0.02954001
42424.84001	0	0.443	-0.41		0	25.7	7.20	0	0	0	2.67	0	1.12	1.0	22.3	19.7	0	0	-0.02955296
42424.84007	0	0.442	-0.41		0	25.7	7.20	0	0	0	2.67	0	1.12	1.0	22.2	19.7	0	0	-0.02954905
42424.84012	0	0.442	-0.40		0	25.7	7.20	0	0	0	2.67	0	1.12	1.0	22.2	19.7	0	0	-0.02952796
42424.84018	0	0.441	-0.41		0	25.7	7.20	0	0	0	2.67	0	1.12	1.0	22.2	19.7	0	0	-0.02948950
42424.84024	0	0.441	-0.41		0	25.7	7.20	0	0	0	2.67	0	1.12	1.0	22.2	19.7	0	0	-0.02943382
42424.84030	0	0.440	-0.41		0	25.7	7.20	0	0	0	2.67	0	1.12	1.0	22.2	19.7	0	0	-0.02936061
42424.84036	0	0.440	-0.41		0	25.8	7.20	0	0	0	2.67	0	1.12	1.0	22.2	19.7	0	0	-0.02926999
42424.84041	0	0.439	-0.41		0	25.8	7.20	0	0	0	2.67	0	1.12	1.0	22.2	19.7	0	0	-0.02916218
42424.84047	0	0.439	-0.41		0	25.8	7.20	0	0	0	2.67	0	1.12	1.0	22.3	19.7	0	0	-0.02903710
42424.84053	0	0.438	-0.41		0	25.8	7.20	0	0	0	2.67	0	1.12	1.0	22.3	19.7	0	0	-0.02889474
42424.84059	0	0.438	-0.41		0	25.8	7.20	0	0	0	2.67	0	1.12	1.0	22.3	19.6	0	0	-0.02873488
42424.84065	0	0.437	-0.41		0	25.8	7.20	0	0	0	2.67	0	1.12	1.0	22.2	19.6	0	0	-0.02855747
42424.84070	0	0.437	-0.41		0	25.8	7.20	0	0	0	2.67	0	1.12	1.0	22.2	19.6	0	0	-0.02836237
42424.84076	0	0.436	-0.41		0	25.8	7.20	0	0	0	2.67	0	1.12	1.0	22.2	19.6	0	0	-0.02814965
42424.84082	0	0.436	-0.41		0	25.8	7.20	0	0	0	2.67	0	1.12	1.0	22.3	19.6	0	0	-0.02791926
42424.84088	0	0.435	-0.41		0	25.8	7.20	0	0	0	2.67	0	1.12	1.0	22.3	19.6	0	0	-0.02764506
42424.84094	0	0.435	-0.41		0	25.8	7.20	0	0	0	2.67	0	1.12	1.0	22.2	19.6	0	0	-0.02734997
42424.84099	0	0.434	-0.41		0	25.9	7.20	0	0	0	2.67	0	1.12	1.0	22.2	19.6	0	0	-0.02706304
42424.84105	0	0.434	-0.41		0	25.9	7.20	0	0	0	2.67	0	1.12	1.0	22.2	19.6	0	0	-0.02675852
42424.84111	0	0.433	-0.41		0	25.9	7.20	0	0	0	2.67	0	1.12	1.0	22.2	19.6	0	0	-0.02643624
42424.84117	0	0.433	-0.40		0	25.9	7.20	0	0	0	2.67	0	1.12	1.0	22.2	19.6	0	0	-0.02609610
42424.84123	0	0.432	-0.41		0	25.9	7.20	0	0	0	2.67	0	1.12	1.0	22.2	19.6	0	0	-0.02573802
42424.84128	0	0.432	-0.41		0	25.9	7.20	0	0	0	2.67	0	1.12	1.0	22.3	19.6	0	0	-0.02536187
42424.84134	0	0.431	-0.41		0	25.9	7.20	0	0	0	2.67	0	1.12	1.0	22.2	19.6	0	0	-0.02496766
42424.84140	0	0.431	-0.41		0	25.9	7.20	0	0	0	2.67	0	1.12	1.0	22.2	19.6	0	0	-0.02455523
42424.84146	0	0.430	-0.41		0	25.9	7.20	0	0	0	2.67	0	1.12	1.0	22.3	19.6	0	0	-0.02412465
42424.84152	0	0.430	-0.40		0	25.9	7.20	0	0	0	2.67	0	1.12	1.0	22.3	19.6	0	0	-0.02367586
42424.84157	0	0.429	-0.41		0	25.9	7.20	0	0	0	2.67	0	1.12	1.0	22.3	19.7	0	0	-0.02320899
42424.84163	0	0.429	-0.41		0	25.9	7.20	0	0	0	2.67	0	1.12	1.0	22.3	19.7	0	0	-0.02272406
42424.84169	0	0.428	-0.41		0	25.9	7.20	0	0	0	2.67	0	1.12	1.0	22.3	19.7	0	0	-0.02222104
42424.84175	0	0.428	-0.41		0	25.9	7.20	0	0	0	2.67	0	1.12	1.0	22.3	19.7	0	0	-0.02169996
42424.84181	0	0.427	-0.41		0	25.9	7.20	0	0	0	2.67	0	1.12	1.0	22.3	19.7	0	0	-0.02116083
42424.84186	0	0.427	-0.41		0	25.9	7.20	0	0	0	2.67	0	1.12	1.0	22.3	19.7	0	0	-0.02060481
42424.84192	0	0.426	-0.40		0	25.9	7.20	0	0	0	2.67	0	1.12	1.0	22.2	19.7	0	0	-0.02003646
42424.84198	0	0.425	-0.40		0	25.9	7.20	0	0	0	2.67	0	1.12	1.0	22.3	19.7	0	0	-0.01945849
42424.84204	0	0.425	-0.40		0	25.9	7.20	0	0	0	2.67	0	1.12	1.0	22.3	19.7	0	0	-0.01887928
42424.84210	0	0.424	-0.41		0	25.9	7.20	0	0	0	2.67	0	1.12	1.0	22.3	19.7	0	0	-0.01829912
42424.84215	0	0.424	-0.41		0	25.9	7.20	0	0	0	2.67	0	1.12	1.0	22.3	19.7	0	0	-0.01772130
42424.84221	0	0.423	-0.41		0	25.9	7.20	0	0	0	2.67	0	1.12	1.0	22.3	19.7	0	0	-0.01715208
42424.84227	0	0.423	-0.40		0	25.9	7.20	0	0	0	2.67	0	1.12	1.0	22.3	19.7	0	0	-0.01659349
42424.84233	0	0.422	-0.41		0	25.9	7.20		0	0	2.67	0	1.12	1.0	22.3	19.7	0	0	-0.01604298
42424.84239	0	0.422	-0.41		0	25.9	7.20	0.50	0	0	2.67	0	1.12	1.0	22.3	19.7	0	0	-0.01550007
42424.84245	0	0.421	-0.41		0	25.9	7.20	0.50	0	0	2.67	0	1.12	1.0	22.3	19.7	0	0	-0.01496746
42424.84250	0	0.421	-0.41		0	25.9	7.20	0.50	0	0	2.67	0	1.12	1.0	22.3	19.7	0	0	-0.01444816
42424.84256	0	0.420	-0.41		0	25.9	7.20	0.50	0	0	2.67	0	1.12	1.0	22.3	19.7	0	0	-0.01393504
42424.84262	0	0.420	-0.41		0	25.9	7.20	0.50	0	0	2.67	0	1.12	1.0	22.3	19.8	0	0	-0.01342974
42424.84268	0	0.419	-0.40		0	25.9	7.20	0.50	0	0	2.67	0	1.12	1.0	22.3	19.8	0	0	-0.01293626
42424.84274	0	0.419	-0.40		0	25.9	7.20	0.50	0	0	2.67	0	1.12	1.0	22.3	19.8	0	0	-0.01245134
42424.84279	0	0.418	-0.41		0	25.9	7.20	0.50	0	0	2.67	0	1.12	1.0	22.3	19.8	0	0	-0.01197429
42424.84285	0	0.418	-0.41		0	25.9	7.20	0.50	0	0	2.67	0	1.12	1.0	22.3	19.8	0	0	-0.01150732
42424.84291	0	0.417	-0.41		0	25.9	7.20	0.50	0	0	2.67	0	1.12	1.0	22.3	19.8	0	0	-0.01105080
42424.84297	0	0.417	-0.41		0	25.9	7.20	0.50	0	0	2.67	0	1.12	1.0	22.2	19.8	0	0	-0.01060288
42424.84303	0	0.416	-0.41		0	25.9	7.20	0.50	0	0	2.67	0	1.12	1.0	22.3	19.8	0	0	-0.01016083
42424.84308	0	0.415	-0.41		0	25.9	7.20	0.50	0	0	2.67	0	1.12	1.0	22.3	19.8	0	0	-0.009731697
42424.84314	0	0.415	-0.41		0	25.9	7.20	0.50	0	0	2.67	0	1.12	1.0	22.3	19.8	0	0	-0.009310608
42424.84320	0	0.414	-0.41		0	25.9	7.20	0.50	0	0	2.67	0	1.12	1.0	22.3	19.8	0	0	-0.008902983
42424.84326	0	0.414	-0.41		0	25.9	7.20	0.50	0	0	2.67	0	1.12	1.0	22.3	19.8	0	0	-0.008504914
42424.84332	0	0.413	-0.41		0	25.9	7.20	0.50	0	0	2.67	0	1.12	1.0	22.3	19.8	0	0	-0.008115951
42424.84337	0	0.413	-0.41		0	25.9	7.20	0.50	0	0	2.67	0	1.12	1.0	22.3	19.8	0	0	-0.007736861
42424.84343	0	0.412	-0.41		0	25.9	7.20	0.50	0	0	2.67	0	1.12	1.0	22.3	19.8	0	0	-0.007367738
42424.84349	0	0.411	-0.41		0	25.9	7.20	0.50	0	0	2.67	0	1.12	1.0	22.3	19.8	0	0	-0.007007431
42424.84355	0	0.411	-0.41		0	25.9	7.20	0.50	0	0	2.67	0	1.12	1.0	22.3	19.8	0	0	-0.006653638
42424.84361	0	0.410	-0.41		0	25.9	7.20	0.50	0	0	2.67	0	1.12	1.0	22.3	19.8	0	0	-0.006312881
42424.84366	0	0.410	-0.41		0	25.9	7.20	0.50	0	0	2.67	0	1.12	1.0	22.3	19.8	0	0	-0.005980822
42424.84372	0	0.409	-0.41		0	25.8	7.20	0.50	0	0	2.67	0	1.12	1.0	22.3	19.8	0	0	-0.005662138
42424.84378	0	0.408	-0.40		0	25.8	7.20	0.50	0	0	2.67	0	1.12	1.0	22.2	19.8	0	0	-0.005353744
42424.84384	0	0.408	-0.41		0	25.8	7.20	0.50	0	0	2.67	0	1.12	1.0	22.2	19.8	0	0	-0.005057575
42424.84390	0	0.407	-0.41		0	25.8	7.20	0.50	0	0	2.67	0	1.12	1.0	22.3	19.8	0	0	-0.004771865
42424.84395	0	0.407	-0.41		0	25.8	7.20	0.50	0	0	2.67	0	1.12	1.0	22.3	19.8	0	0	-0.004495715
42424.84401	0	0.406	-0.41		0	25.8	7.20	0.50	0	0	2.67	0	1.12	1.0	22.3	19.8	0	0	-0.004230444
42424.84407	0	0.406	-0.40		0	25.8	7.20	0.50	0	0	2.67	0	1.12	1.0	22.3	19.8	0	0	-0.003979088
42424.84413	0	0.405	-0.41		0	25.8	7.20	0.50	0	0	2.67	0	1.12	1.0	22.3	19.8	0	0	-0.003737911
42424.84419	0	0.404	-0.41		0	25.8	7.20	0.50	0	0	2.67	0	1.12	1.0	22.3	19.8	0	0	-0.003509013
42424.84424	0	0.404	-0.41		0	25.8	7.20	0.50	0	0	2.67	0	1.12	1.0	22.3	19.8	0	0	-0.003295508
42424.84430	0	0.403	-0.40		0	25.8	7.20	0.50	0	0	2.67	0	1.12	1.0	22.3	19.8	0	0	-0.003093716
42424.84436	0	0.402	-0.41		0	25.8	7.20	0.50	0	0	2.67	0	1.12	1.0	22.3	19.8	0	0	-0.002903844
42424.84442	0	0.402	-0.41		0	25.7	7.20	0.50	0	0	2.67	0	1.12	1.0	22.3	19.8	0	0	-0.002727310
42424.84448	0	0.401	-0.41		0	25.7	7.20	0.50	0	0	2.67	0	1.12	1.0	22.3	19.8	0	0	-0.002563968
42424.84454	0	0.401	-0.41		0	25.7	7.20	0.50	0	0	2.67	0	1.12	1.0	22.3	19.8	0	0	-0.002413022
42424.84459	0	0.400	-0.41		0	25.7	7.20	0.50	0	0	2.67	0	1.12	1.0	22.3	19.8	0	0	-0.002259511
42424.84465	0	0.400	-0.41		0	25.7	7.20	0.50	0	0	2.67	0	1.12	1.0	22.2	19.8	0	0	-0.002125035
42424.84471	0	0.399	-0.41		0	25.7	7.20	0.50	0	0	2.67	0	1.12	1.0	22.2	19.8	0	0	-0.002011923
42424.84477	0	0.398	-0.41		0	25.7	7.20	0.50	0	0	2.67	0	1.12	1.0	22.3	19.8	0	0	-0.001909785
42424.84483	0	0.398	-0.41		0	25.7	7.20	0.50	0	0	2.67	0	1.12	1.0	22.3	19.8	0	0	-0.001813481
42424.84488	0	0.397	-0.41		0	25.7	7.20	0.50	0	0	2.67	0	1.12	1.0	22.3	19.8	0	0	-0.001721966
42424.84494	0	0.397	-0.41		0	25.6	7.20	0.50	0	0	2.67	0	1.12	1.0	22.3	19.8	0	0	-0.001634712
42424.84500	0	0.396	-0.41		0	25.6	7.20	0.50	0	0	2.67	0	1.12	1.0	22.3	19.8	0	0	-0.001550342
42424.84506	0	0.396	-0.41		0	25.6	7.20	0.50	0	0	2.67	0	1.12	1.0	22.3	19.8	0	0	-0.001468383
42424.84512	0	0.395	-0.41		0	25.6	7.20	0.50	0	0	2.67	0	1.12	1.0	22.3	19.8	0	0	-0.001388332
